"Species","Species_raw","measure_class","Measure","Units","Value_canonical","raw_value","raw_unit","Source","first_author","Year","Team","role"
"Myotis hasseltii","Myotis hasseltii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis hermani","Myotis hermani","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis horsfieldii","Myotis horsfieldii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis hosonoi","Myotis hosonoi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis ikonnikovi","Myotis ikonnikovi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis martiniquensis","Myotis martiniquensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis keaysi","Myotis keaysi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis macrotarsus","Myotis macrotarsus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis laniger","Myotis laniger","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis leibii","Myotis leibii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis levis","Myotis levis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis longipes","Myotis longipes","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis lucifugus","Myotis lucifugus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis macrodactylus","Myotis macrodactylus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis ozensis","Myotis ozensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis insularum","Myotis insularum","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis ridleyi","Myotis ridleyi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis oxygnathus","Myotis oxygnathus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis sodalis","Myotis sodalis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis simus","Myotis simus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis siligorensis","Myotis siligorensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis pruinosus","Myotis pruinosus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis thysanodes","Myotis thysanodes","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis ricketti","Myotis ricketti","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis tricolor","Myotis tricolor","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis riparius","Myotis riparius","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis sicarius","Myotis sicarius","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis septentrionalis","Myotis septentrionalis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis scotti","Myotis scotti","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis schaubi","Myotis schaubi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis ruber","Myotis ruber","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis punicus","Myotis punicus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis dominicensis","Myotis dominicensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis oxyotus","Myotis oxyotus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis rosseti","Myotis rosseti","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis peninsularis","Myotis peninsularis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis pequinius","Myotis pequinius","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis planiceps","Myotis planiceps","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis stalkeri","Myotis stalkeri","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis yumanensis","Myotis yumanensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis oreias","Myotis oreias","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis yesoensis","Myotis yesoensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis yanbarensis","Myotis yanbarensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis welwitschii","Myotis welwitschii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis volans","Myotis volans","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis vivesi","Myotis vivesi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis velifer","Myotis velifer","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis goudoti","Myotis goudoti","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis annectans","Myotis annectans","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis bombinus","Myotis bombinus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis bocagii","Myotis bocagii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis blythii","Myotis blythii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis bechsteinii","Myotis bechsteinii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis austroriparius","Myotis austroriparius","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis australis","Myotis australis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis auriculus","Myotis auriculus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis brandtii","Myotis brandtii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis atacamensis","Myotis atacamensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis albescens","Myotis albescens","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis annamiticus","Myotis annamiticus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis anjouanensis","Myotis anjouanensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis altarium","Myotis altarium","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis alcathoe","Myotis alcathoe","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis gomantongensis","Myotis gomantongensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis aelleni","Myotis aelleni","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis emarginatus","Myotis emarginatus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis abei","Myotis abei","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis ater","Myotis ater","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis evotis","Myotis evotis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis bucharensis","Myotis bucharensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis frater","Myotis frater","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis fortidens","Myotis fortidens","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis formosus","Myotis formosus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis findleyi","Myotis findleyi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis adversus","Myotis adversus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis fimbriatus","Myotis fimbriatus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis elegans","Myotis elegans","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis davidii","Myotis davidii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis chiloensis","Myotis chiloensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis californicus","Myotis californicus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis capaccinii","Myotis capaccinii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis daubentonii","Myotis daubentonii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis chinensis","Myotis chinensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis ciliolabrum","Myotis ciliolabrum","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis cobanensis","Myotis cobanensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis csorbai","Myotis csorbai","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myotis dasycneme","Myotis dasycneme","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus shortridgei","Miniopterus shortridgei","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus majori","Miniopterus majori","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus inflatus","Miniopterus inflatus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus gleni","Miniopterus gleni","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus fuscus","Miniopterus fuscus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus fraterculus","Miniopterus fraterculus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus australis","Miniopterus australis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus manavi","Miniopterus manavi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus africanus","Miniopterus africanus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus magnater","Miniopterus magnater","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus medius","Miniopterus medius","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus minor","Miniopterus minor","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus natalensis","Miniopterus natalensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus paululus","Miniopterus paululus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus pusillus","Miniopterus pusillus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus robustior","Miniopterus robustior","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus schreibersii","Miniopterus schreibersii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Miniopterus tristis","Miniopterus tristis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Minopterus macrocneme","Minopterus macrocneme","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Harpiocephalus harpia","Harpiocephalus harpia","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Harpiocephalus mordax","Harpiocephalus mordax","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina tenebrosa","Murina tenebrosa","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina aenea","Murina aenea","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina tubinaris","Murina tubinaris","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina suilla","Murina suilla","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina silvatica","Murina silvatica","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina ryukyuana","Murina ryukyuana","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina rozendaali","Murina rozendaali","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina puta","Murina puta","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina leucogaster","Murina leucogaster","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina huttoni","Murina huttoni","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina hilgendorfi","Murina hilgendorfi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina fusca","Murina fusca","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina florium","Murina florium","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina aurata","Murina aurata","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina ussuriensis","Murina ussuriensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina cyclotis","Murina cyclotis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Murina grisea","Murina grisea","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula lenis","Kerivoula lenis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula agnella","Kerivoula agnella","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula argentata","Kerivoula argentata","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula cuprosa","Kerivoula cuprosa","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula eriophora","Kerivoula eriophora","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula flora","Kerivoula flora","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula hardwickii","Kerivoula hardwickii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula africana","Kerivoula africana","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula lanosa","Kerivoula lanosa","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula smithii","Kerivoula smithii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula minuta","Kerivoula minuta","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula muscina","Kerivoula muscina","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula myrella","Kerivoula myrella","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula papillosa","Kerivoula papillosa","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula pellucida","Kerivoula pellucida","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula phalaena","Kerivoula phalaena","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula picta","Kerivoula picta","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula whiteheadi","Kerivoula whiteheadi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerivoula intermedia","Kerivoula intermedia","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Phoniscus papuensis","Phoniscus papuensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Phoniscus jagorii","Phoniscus jagorii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
