Species,Variable,flag,detail
Sorex minutus,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Suncus murinus,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Tarsius sp.,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Tenrec ecaudatus,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Tupaia glis,Nucleus_vestibularis_descendens_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_descendens_unilateral_Vol.mm3 (only one side measured)
Ateles geoffroyi,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Avahi occidentalis,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Callithrix pygmaea,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Cebus albifrons,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Cercopithecus ascanius,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Cheirogaleus major,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Crocidura flavescens,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Crocidura russula,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Echinops telfairi,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Erinaceus europaeus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Eulemur fulvus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Galagoides demidoff,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Gorilla sp.,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Hemicentetes semispinosus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Homo sapiens,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Hylobates lar,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Lagothrix lagothricha,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Lepilemur ruficaudatus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Lophocebus albigena,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Loris tardigradus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Microcebus murinus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Nasalis larvatus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Otolemur crassicaudatus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Pan troglodytes,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Papio anubis,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Perodicticus potto,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Piliocolobus badius,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Propithecus verreauxi,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Saguinus oedipus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Saimiri sciureus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Setifer setosus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Sorex araneus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Sorex minutus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Suncus murinus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Tarsius sp.,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Tenrec ecaudatus,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Tupaia glis,Nucleus_vestibularis_lateralis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_lateralis_unilateral_Vol.mm3 (only one side measured)
Ateles geoffroyi,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Avahi occidentalis,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Callithrix pygmaea,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Cebus albifrons,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Cercopithecus ascanius,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Cheirogaleus major,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Crocidura flavescens,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Crocidura russula,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Echinops telfairi,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Erinaceus europaeus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Eulemur fulvus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Galagoides demidoff,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Gorilla sp.,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Hemicentetes semispinosus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Homo sapiens,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Hylobates lar,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Lagothrix lagothricha,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Lepilemur ruficaudatus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Lophocebus albigena,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Loris tardigradus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Microcebus murinus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Nasalis larvatus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Otolemur crassicaudatus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Pan troglodytes,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Papio anubis,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Perodicticus potto,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Piliocolobus badius,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Propithecus verreauxi,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Saguinus oedipus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Saimiri sciureus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Setifer setosus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Sorex araneus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Sorex minutus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Suncus murinus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Tarsius sp.,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Tenrec ecaudatus,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Tupaia glis,Nucleus_vestibularis_medialis_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_medialis_unilateral_Vol.mm3 (only one side measured)
Ateles geoffroyi,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Avahi occidentalis,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Callithrix pygmaea,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Cebus albifrons,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Cercopithecus ascanius,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Cheirogaleus major,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Crocidura flavescens,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Crocidura russula,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Echinops telfairi,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Erinaceus europaeus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Eulemur fulvus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Galagoides demidoff,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Gorilla sp.,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Hemicentetes semispinosus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Homo sapiens,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Hylobates lar,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Lagothrix lagothricha,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Lepilemur ruficaudatus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Lophocebus albigena,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Loris tardigradus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Microcebus murinus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Nasalis larvatus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Otolemur crassicaudatus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Pan troglodytes,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Papio anubis,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Perodicticus potto,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Piliocolobus badius,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Propithecus verreauxi,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Saguinus oedipus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Saimiri sciureus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Setifer setosus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Sorex araneus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Sorex minutus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Suncus murinus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Tarsius sp.,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Tenrec ecaudatus,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
Tupaia glis,Nucleus_vestibularis_superior_Vol.mm3,estimated_bilateral_from_unilateral,both-hemisphere estimated as 2x Nucleus_vestibularis_superior_unilateral_Vol.mm3 (only one side measured)
