label,domain,measure_class,Structure,Measure,Unit,is_measurement,poolable_group,definition,definition_kind,definition_source,matched_code,glossary_terms
RoB_N.n,cellular composition,neuron_number,RoB,N.n,count,True,,rest-of-brain neuron number,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,RoB_N.n,N.n|RoB
SpinalCord_N.n,cellular composition,neuron_number,SpinalCord,N.n,count,True,,SpinalCord: number of neurons,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.n
SubcorticalForebrain_N.n,cellular composition,neuron_number,SubcorticalForebrain,N.n,count,True,,SubcorticalForebrain: number of neurons,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.n
WholeBrain_N.n,cellular composition,neuron_number,WholeBrain,N.n,count,True,,whole-brain neuron number (olfactory bulb excluded),source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,WholeBrain_N.n,N.n
WholeBrainOlfactoryBulb_N.n,cellular composition,neuron_number,WholeBrainOlfactoryBulb,N.n,count,True,,WholeBrainOlfactoryBulb: number of neurons,composed,_keys/glossary.csv + _keys/variable_domain.csv,,N.n
Amygdala_O.p.mg,cellular composition,other_cell_density,Amygdala,O.p.mg,cells/mg,True,,Amygdala: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg
Cerebellum_O.p.mg,cellular composition,other_cell_density,Cerebellum,O.p.mg,cells/mg,True,,Cerebellum: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg
CerebralCortex_O.p.mg,cellular composition,other_cell_density,CerebralCortex,O.p.mg,cells/mg,True,,CerebralCortex: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg
CerebralCortexGrey_O.p.mg,cellular composition,other_cell_density,CerebralCortexGrey,O.p.mg,cells/mg,True,,CerebralCortexGrey: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg
CerebralCortexWhite_O.p.mg,cellular composition,other_cell_density,CerebralCortexWhite,O.p.mg,cells/mg,True,,CerebralCortexWhite: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg
DiencephalonStriatum_O.p.mg,cellular composition,other_cell_density,DiencephalonStriatum,O.p.mg,cells/mg,True,,DiencephalonStriatum: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg
Hippocampus_O.p.mg,cellular composition,other_cell_density,Hippocampus,O.p.mg,cells/mg,True,,Hippocampus: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg
Medulla_O.p.mg,cellular composition,other_cell_density,Medulla,O.p.mg,cells/mg,True,,Medulla: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg
Mesencephalon_O.p.mg,cellular composition,other_cell_density,Mesencephalon,O.p.mg,cells/mg,True,,Mesencephalon: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg
OlfactoryBulb_O.p.mg,cellular composition,other_cell_density,OlfactoryBulb,O.p.mg,cells/mg,True,,OlfactoryBulb: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg
Pons_O.p.mg,cellular composition,other_cell_density,Pons,O.p.mg,cells/mg,True,,Pons: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg
RoB_O.p.mg,cellular composition,other_cell_density,RoB,O.p.mg,cells/mg,True,,rest of brain: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg|RoB
SpinalCord_O.p.mg,cellular composition,other_cell_density,SpinalCord,O.p.mg,cells/mg,True,,SpinalCord: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg
WholeBrain_O.p.mg,cellular composition,other_cell_density,WholeBrain,O.p.mg,cells/mg,True,,WholeBrain: other cells per milligram,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.mg
Amygdala_O.n,cellular composition,other_cell_number,Amygdala,O.n,count,True,,Amygdala: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n
Cerebellum_O.n,cellular composition,other_cell_number,Cerebellum,O.n,count,True,,Cerebellum: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n
CerebralCortex_O.n,cellular composition,other_cell_number,CerebralCortex,O.n,count,True,,CerebralCortex: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n
CerebralCortexGrey_O.n,cellular composition,other_cell_number,CerebralCortexGrey,O.n,count,True,,CerebralCortexGrey: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n
CerebralCortexWhite_O.n,cellular composition,other_cell_number,CerebralCortexWhite,O.n,count,True,,CerebralCortexWhite: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n
DiencephalonStriatum_O.n,cellular composition,other_cell_number,DiencephalonStriatum,O.n,count,True,,DiencephalonStriatum: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n
Hippocampus_O.n,cellular composition,other_cell_number,Hippocampus,O.n,count,True,,Hippocampus: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n
Medulla_O.n,cellular composition,other_cell_number,Medulla,O.n,count,True,,Medulla: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n
Mesencephalon_O.n,cellular composition,other_cell_number,Mesencephalon,O.n,count,True,,Mesencephalon: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n
OlfactoryBulb_O.n,cellular composition,other_cell_number,OlfactoryBulb,O.n,count,True,,OlfactoryBulb: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n
Pons_O.n,cellular composition,other_cell_number,Pons,O.n,count,True,,Pons: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n
RoB_O.n,cellular composition,other_cell_number,RoB,O.n,count,True,,rest of brain: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n|RoB
SpinalCord_O.n,cellular composition,other_cell_number,SpinalCord,O.n,count,True,,SpinalCord: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n
WholeBrain_O.n,cellular composition,other_cell_number,WholeBrain,O.n,count,True,,WholeBrain: number of other (non-neuronal) cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.n
Amygdala_O.p.N,cellular composition,other_cell_per_neuron,Amygdala,O.p.N,ratio,True,,Amygdala: other cells per neuron,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.N
Cerebellum_O.p.N,cellular composition,other_cell_per_neuron,Cerebellum,O.p.N,ratio,True,,cerebellum other-cell / neuron ratio,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,Cerebellum_O.p.N,O.p.N
CerebralCortex_O.p.N,cellular composition,other_cell_per_neuron,CerebralCortex,O.p.N,ratio,True,,cerebral cortex other-cell / neuron ratio,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,CerebralCortex_O.p.N,O.p.N
CerebralCortexGrey_O.p.N,cellular composition,other_cell_per_neuron,CerebralCortexGrey,O.p.N,ratio,True,,cortical grey-matter other-cell / neuron ratio,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,CerebralCortexGrey_O.p.N,O.p.N
CerebralCortexWhite_O.p.N,cellular composition,other_cell_per_neuron,CerebralCortexWhite,O.p.N,ratio,True,,CerebralCortexWhite: other cells per neuron,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.N
DiencephalonStriatum_O.p.N,cellular composition,other_cell_per_neuron,DiencephalonStriatum,O.p.N,ratio,True,,diencephalon + basal ganglia other-cell / neuron ratio,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,DiencephalonStriatum_O.p.N,O.p.N
Hippocampus_O.p.N,cellular composition,other_cell_per_neuron,Hippocampus,O.p.N,ratio,True,,hippocampus other-cell / neuron ratio,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,Hippocampus_O.p.N,O.p.N
Medulla_O.p.N,cellular composition,other_cell_per_neuron,Medulla,O.p.N,ratio,True,,Medulla: other cells per neuron,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.N
Mesencephalon_O.p.N,cellular composition,other_cell_per_neuron,Mesencephalon,O.p.N,ratio,True,,mesencephalon other-cell / neuron ratio,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,Mesencephalon_O.p.N,O.p.N
MesencephalonDiencephalonStriatum_O.p.N,cellular composition,other_cell_per_neuron,MesencephalonDiencephalonStriatum,O.p.N,ratio,True,,MesencephalonDiencephalonStriatum: other cells per neuron,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.N
OlfactoryBulb_O.p.N,cellular composition,other_cell_per_neuron,OlfactoryBulb,O.p.N,ratio,True,,olfactory bulb other-cell / neuron ratio,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,OlfactoryBulb_O.p.N,O.p.N
Pons_O.p.N,cellular composition,other_cell_per_neuron,Pons,O.p.N,ratio,True,,Pons: other cells per neuron,composed,_keys/glossary.csv + _keys/variable_domain.csv,,O.p.N
PonsMedulla_O.p.N,cellular composition,other_cell_per_neuron,PonsMedulla,O.p.N,ratio,True,,pons + medulla other-cell / neuron ratio,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,PonsMedulla_O.p.N,O.p.N
RoB_O.p.N,cellular composition,other_cell_per_neuron,RoB,O.p.N,ratio,True,,rest-of-brain other-cell / neuron ratio,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,RoB_O.p.N,O.p.N|RoB
WholeBrain_O.p.N,cellular composition,other_cell_per_neuron,WholeBrain,O.p.N,ratio,True,,whole-brain other-cell / neuron ratio,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,WholeBrain_O.p.N,O.p.N
SpinalCord_p.C.Body.mass,cellular composition,structure_fraction,SpinalCord,p.C.Body.mass,%,True,,SpinalCord: percent of body mass,composed,_keys/glossary.csv + _keys/variable_domain.csv,,p.C.Body.mass
SpinalCord_C.n,cellular composition,total_cell_number,SpinalCord,C.n,count,True,,SpinalCord: total number of cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,C.n
WholeBrain_C.n,cellular composition,total_cell_number,WholeBrain,C.n,count,True,,WholeBrain: total number of cells,composed,_keys/glossary.csv + _keys/variable_domain.csv,,C.n
V1_mitochondria_density_per_mm2,cellular composition,v1_ultrastructure,V1,MitochondriaDensity.p.mm2,1/mm2,True,,"project standardized term: mitochondria density in area V1, mitochondria per mm2",source_definition,Karl_etal_2024/Karl_etal_2024_TABLE1_definitions.csv,V1_mitochondria_density_per_mm2,V1
V1_neuron_density_per_mm2,cellular composition,v1_ultrastructure,V1,NeuronDensity.p.mm2,1/mm2,True,,"project standardized term: neuron density in area V1, neurons per mm2",source_definition,Karl_etal_2024/Karl_etal_2024_TABLE1_definitions.csv,V1_neuron_density_per_mm2,V1
V1_PSD_length_nm,cellular composition,v1_ultrastructure,V1,PSDLength.nm,nm,True,,"project standardized term: postsynaptic density length in area V1, nm",source_definition,Karl_etal_2024/Karl_etal_2024_TABLE1_definitions.csv,V1_PSD_length_nm,PSD|V1|nm
V1_synapse_density_per_mm2,cellular composition,v1_ultrastructure,V1,SynapseDensity.p.mm2,1/mm2,True,,"project standardized term: synapse density in area V1, synapses per mm2",source_definition,Karl_etal_2024/Karl_etal_2024_TABLE1_definitions.csv,V1_synapse_density_per_mm2,V1
Cerebellar_section_area (mm2),cortical & cerebellar folding,cerebellar_folding,Cerebellum,Cerebellar_section_area,mm2,True,,Cerebellum,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,
Cerebellar_section_length (mm),cortical & cerebellar folding,cerebellar_folding,Cerebellum,Cerebellar_section_length,mm,True,,Cerebellum,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,
Cerebral_section_area (mm2),cortical & cerebellar folding,cerebellar_folding,Cerebrum,Cerebral_section_area,mm2,True,,Cerebrum,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,
Cerebral_section_length (mm),cortical & cerebellar folding,cerebellar_folding,Cerebrum,Cerebral_section_length,mm,True,,Cerebrum,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,
Folial_perimeter_median (mm),cortical & cerebellar folding,cerebellar_folding,Cerebellum,Folial_perimeter_median,mm,True,,Cerebellum,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,
Folial_width_median (mm),cortical & cerebellar folding,cerebellar_folding,Cerebellum,Folial_width_median,mm,True,,Cerebellum,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,
Molecular_layer_thickness_median (mm),cortical & cerebellar folding,cerebellar_folding,Cerebellum,Molecular_layer_thickness_median,mm,True,,Cerebellum,composed_structure_only,_keys/glossary.csv + _keys/variable_domain.csv,,
GI,cortical & cerebellar folding,gyrification,Neocortex,GI.ratio,ratio,True,,"Gyrification index — ratio of the total (inner + buried) cortical contour to the superficially exposed (outer) contour, measured on coronal sections; GI = 1 means no folding, higher = more folded. Whole-cortex value.",source_definition,Zilles_etal_2013/Zilles_etal_2013_definitions.csv,GI,GI
Species_as_printed,dataset metadata,provenance,,SpeciesAsPrinted,text,False,,species name exactly as printed in Table I (NA where the paper left it unspecified),source_definition,Heffner_Masterton_1975/reference_tables/Heffner_Masterton_1975_TableI_definitions.csv,Species_as_printed,
species_basis,dataset metadata,provenance,,SpeciesBasis,text,False,,provenance of the Species value: as_printed / spelling_correction / Iwaniuk_etal_1999 / Iwaniuk_etal_1999_imputed / unspecified_in_source,source_definition,Heffner_Masterton_1975/reference_tables/Heffner_Masterton_1975_TableI_definitions.csv,species_basis,
Species_Kazu2015,dataset metadata,provenance,,Species_Kazu2015,text,False,,species name exactly as printed in the table header,source_definition,Kazu_etal_2015/reference_tables/Kazu_etal_2015_TABLE1_definitions.csv,Species_Kazu2015,
body_mass_approximate,dataset metadata,qc_flag,,body_mass_approximate,text,False,,TRUE where the printed body mass carries the approximation sign,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,body_mass_approximate,
consistency_flags,dataset metadata,qc_flag,,consistency_flags,text,False,,failures of the internal arithmetic checks run in the .R over the printed values,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,consistency_flags,
parse_flags,dataset metadata,qc_flag,,parse_flags,text,False,,printed cells that could not be parsed as numbers or that fail a mean-within-range check,source_definition,Jacobs_etal_2018/reference_tables/Jacobs_etal_2018_Table3_definitions.csv,parse_flags,
source_printing,dataset metadata,qc_flag,,source_printing,text,False,,which printing of Table 1 the row was transcribed from,source_definition,Kazu_etal_2014/reference_tables/Kazu_etal_2014_Table1_definitions.csv,source_printing,
Journal_search_article_count (articles),dataset metadata,research_effort,,Journal_search_article_count,articles,True,,total reports found per species in the journal back-issue search regardless of content,source_definition,Reader_etal_2011/reference_tables/Reader_etal_2011_definitions.csv,Journal_search_article_count,
Zoological_record_article_count (articles),dataset metadata,research_effort,,Zoological_record_article_count,articles,True,,number of Zoological Record articles per species 1993-2001,source_definition,Reader_etal_2011/reference_tables/Reader_etal_2011_definitions.csv,Zoological_record_article_count,
% Fruit and seeds,diet & ecology,diet_ecology,,DietFruitSeed.pct,%,True,,% Fruit and seeds,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,% Fruit and seeds,
Activity_pattern,diet & ecology,diet_ecology,,Activity_pattern,category,True,,Activity pattern (derived): Nocturnal / Diurnal / Crepuscular / Cathemeral (nocturnal+diurnal),source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Activity_pattern,
Activity_pattern (category),diet & ecology,diet_ecology,,Activity_pattern,category,True,,Activity pattern (derived): Nocturnal / Diurnal / Crepuscular / Cathemeral (nocturnal+diurnal),source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Activity_pattern,
Activity_timing,diet & ecology,diet_ecology,,ActivityTiming,category,True,,Activity timing,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Activity_timing,
Arboreality,diet & ecology,diet_ecology,,Arboreality,ordinal,True,,degree of arboreality (ordinal ecological score),source_definition,Iwaniuk_etal_1999/reference_tables/Iwaniuk_etal_1999_Table1_definitions.csv,Arboreality,
Diet,diet & ecology,diet_ecology,,DietCategory,ordinal,True,,diet category (ordinal score),source_definition,Iwaniuk_etal_1999/reference_tables/Iwaniuk_etal_1999_Table1_definitions.csv,Diet,
Diet_breadth,diet & ecology,diet_ecology,,Diet_breadth,count,True,,Number of diet categories with >0 percent (derived),source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_breadth,
Diet_breadth (count),diet & ecology,diet_ecology,,Diet_breadth,count,True,,Number of diet categories with >0 percent (derived),source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_breadth,
Diet_dominant,diet & ecology,diet_ecology,,Diet_dominant,category,True,,Diet category with the highest percentage (derived),source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_dominant,
Diet_dominant (category),diet & ecology,diet_ecology,,Diet_dominant,category,True,,Diet category with the highest percentage (derived),source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_dominant,
Diet_Fruit,diet & ecology,diet_ecology,,Diet.Fruit.pct,%,True,,Percent of diet from fruit,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Fruit,
Diet_Fruit (%),diet & ecology,diet_ecology,,Diet_Fruit,%,True,,Percent of diet from fruit,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Fruit,
Diet_Inv,diet & ecology,diet_ecology,,Diet.Inv.pct,%,True,,Percent of diet from invertebrates,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Inv,
Diet_Inv (%),diet & ecology,diet_ecology,,Diet_Inv,%,True,,Percent of diet from invertebrates,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Inv,
Diet_Nect,diet & ecology,diet_ecology,,Diet.Nect.pct,%,True,,Percent of diet from nectar,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Nect,
Diet_Nect (%),diet & ecology,diet_ecology,,Diet_Nect,%,True,,Percent of diet from nectar,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Nect,
Diet_PlantO,diet & ecology,diet_ecology,,Diet.PlantO.pct,%,True,,Percent of diet from other plant material (roots/leaves/etc.),source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_PlantO,
Diet_PlantO (%),diet & ecology,diet_ecology,,Diet_PlantO,%,True,,Percent of diet from other plant material (roots/leaves/etc.),source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_PlantO,
Diet_Scav,diet & ecology,diet_ecology,,Diet.Scav.pct,%,True,,Percent of diet from carrion/scavenging,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Scav,
Diet_Scav (%),diet & ecology,diet_ecology,,Diet_Scav,%,True,,Percent of diet from carrion/scavenging,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Scav,
Diet_Seed,diet & ecology,diet_ecology,,Diet.Seed.pct,%,True,,Percent of diet from seeds,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Seed,
Diet_Seed (%),diet & ecology,diet_ecology,,Diet_Seed,%,True,,Percent of diet from seeds,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Seed,
Diet_Vect,diet & ecology,diet_ecology,,Diet.Vect.pct,%,True,,Percent of diet from ectothermic vertebrates (reptiles/amphibians),source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Vect,
Diet_Vect (%),diet & ecology,diet_ecology,,Diet_Vect,%,True,,Percent of diet from ectothermic vertebrates (reptiles/amphibians),source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Vect,
Diet_Vend,diet & ecology,diet_ecology,,Diet.Vend.pct,%,True,,Percent of diet from endothermic vertebrates (mammals/birds),source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Vend,
Diet_Vend (%),diet & ecology,diet_ecology,,Diet_Vend,%,True,,Percent of diet from endothermic vertebrates (mammals/birds),source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Vend,
Diet_Vfish,diet & ecology,diet_ecology,,Diet.Vfish.pct,%,True,,Percent of diet from fish,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Vfish,
Diet_Vfish (%),diet & ecology,diet_ecology,,Diet_Vfish,%,True,,Percent of diet from fish,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Vfish,
Diet_Vunk,diet & ecology,diet_ecology,,Diet.Vunk.pct,%,True,,Percent of diet from vertebrates of unknown type,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Vunk,
Diet_Vunk (%),diet & ecology,diet_ecology,,Diet_Vunk,%,True,,Percent of diet from vertebrates of unknown type,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Diet_Vunk,
ForStrat_stratum,diet & ecology,diet_ecology,,ForStrat_stratum,category,True,,Foraging stratum (derived label): Marine/Ground/Arboreal/Scansorial/Aerial,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,ForStrat_stratum,
ForStrat_stratum (category),diet & ecology,diet_ecology,,ForStrat_stratum,category,True,,Foraging stratum (derived label): Marine/Ground/Arboreal/Scansorial/Aerial,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,ForStrat_stratum,
Habitat_breadth,diet & ecology,diet_ecology,,HabitatBreadth.count,count,True,,Habitat breadth,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Habitat_breadth,
Max_home_range_ha,diet & ecology,diet_ecology,,HomeRange.ha,ha,True,,Max home range ha,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Max_home_range_ha,ha
Trophic_guild,diet & ecology,diet_ecology,,Trophic_guild,category,True,,Coarse guild from animal vs plant diet share (derived): Faunivore >=70% animal / Herbivore >=70% plant / else Omnivore,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Trophic_guild,
Trophic_guild (category),diet & ecology,diet_ecology,,Trophic_guild,category,True,,Coarse guild from animal vs plant diet share (derived): Faunivore >=70% animal / Herbivore >=70% plant / else Omnivore,source_definition,Wilman_etal_2014/reference_tables/Wilman_etal_2014_MamFuncDat_definitions.csv,Trophic_guild,
Trophic_level,diet & ecology,diet_ecology,,TrophicLevel,ordinal,True,,Trophic level,source_definition,Lewitus_etal_2014/reference_tables/Lewitus_etal_2014_TableS1_definitions.csv,Trophic_level,
log10_dp1_mm (log10 mm),hand & limb morphology,hand_morphology,hand,dp1.Length.log10mm,log10 mm,True,,"base-10 logarithm, distal phalanx of digit 1 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|dp1
log10_dp2_mm (log10 mm),hand & limb morphology,hand_morphology,hand,dp2.Length.log10mm,log10 mm,True,,"base-10 logarithm, distal phalanx of digit 2 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|dp2
log10_dp3_mm (log10 mm),hand & limb morphology,hand_morphology,hand,dp3.Length.log10mm,log10 mm,True,,"base-10 logarithm, distal phalanx of digit 3 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|dp3
log10_dp4_mm (log10 mm),hand & limb morphology,hand_morphology,hand,dp4.Length.log10mm,log10 mm,True,,"base-10 logarithm, distal phalanx of digit 4 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|dp4
log10_dp5_mm (log10 mm),hand & limb morphology,hand_morphology,hand,dp5.Length.log10mm,log10 mm,True,,"base-10 logarithm, distal phalanx of digit 5 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|dp5
log10_ip2_mm (log10 mm),hand & limb morphology,hand_morphology,hand,ip2.Length.log10mm,log10 mm,True,,"base-10 logarithm, intermediate phalanx of digit 2 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|ip2
log10_ip3_mm (log10 mm),hand & limb morphology,hand_morphology,hand,ip3.Length.log10mm,log10 mm,True,,"base-10 logarithm, intermediate phalanx of digit 3 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|ip3
log10_ip4_mm (log10 mm),hand & limb morphology,hand_morphology,hand,ip4.Length.log10mm,log10 mm,True,,"base-10 logarithm, intermediate phalanx of digit 4 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|ip4
log10_ip5_mm (log10 mm),hand & limb morphology,hand_morphology,hand,ip5.Length.log10mm,log10 mm,True,,"base-10 logarithm, intermediate phalanx of digit 5 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|ip5
log10_mc1_mm (log10 mm),hand & limb morphology,hand_morphology,hand,mc1.Length.log10mm,log10 mm,True,,"base-10 logarithm, metacarpal of digit 1 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|mc1
log10_mc2_mm (log10 mm),hand & limb morphology,hand_morphology,hand,mc2.Length.log10mm,log10 mm,True,,"base-10 logarithm, metacarpal of digit 2 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|mc2
log10_mc3_mm (log10 mm),hand & limb morphology,hand_morphology,hand,mc3.Length.log10mm,log10 mm,True,,"base-10 logarithm, metacarpal of digit 3 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|mc3
log10_mc4_mm (log10 mm),hand & limb morphology,hand_morphology,hand,mc4.Length.log10mm,log10 mm,True,,"base-10 logarithm, metacarpal of digit 4 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|mc4
log10_mc5_mm (log10 mm),hand & limb morphology,hand_morphology,hand,mc5.Length.log10mm,log10 mm,True,,"base-10 logarithm, metacarpal of digit 5 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|mc5
log10_pp1_mm (log10 mm),hand & limb morphology,hand_morphology,hand,pp1.Length.log10mm,log10 mm,True,,"base-10 logarithm, proximal phalanx of digit 1 (log10 mm)",composed_from_glossary,_keys/glossary.csv,,log10|pp1
