paper,item,Code,Structure,canonical_structure,domain,Measure,measure_class,Stat,role,taxon,Definition
Seymour_etal_2019,Seymour_etal_2019_rspb20192208si002,Right_major_diam_mm,Internal carotid foramen,Internal carotid foramen,NA,diam.mm,diam.mm,NA,primary,Great Apes & Homo,right foramen major diameter in mm
Seymour_etal_2019,Seymour_etal_2019_rspb20192208si002,Right_minor_diam_mm,Internal carotid foramen,Internal carotid foramen,NA,diam.mm,diam.mm,NA,primary,Great Apes & Homo,right foramen minor diameter in mm
Seymour_etal_2019,Seymour_etal_2019_rspb20192208si002,Left_major_diam_mm,Internal carotid foramen,Internal carotid foramen,NA,diam.mm,diam.mm,NA,primary,Great Apes & Homo,left foramen major diameter in mm
Seymour_etal_2019,Seymour_etal_2019_rspb20192208si002,Left_minor_diam_mm,Internal carotid foramen,Internal carotid foramen,NA,diam.mm,diam.mm,NA,primary,Great Apes & Homo,left foramen minor diameter in mm
Seymour_etal_2015,Seymour_etal_2015_TableS1,Foramen_radius_cm,Internal carotid foramen,Internal carotid foramen,NA,radius.cm,radius.cm,NA,primary,Primates & Diprotodontia,internal carotid foramen radius (rICF) in cm
Seymour_etal_2017,Seymour_etal_2017_TableS1,Foramen_radius_cm,Internal carotid foramen,Internal carotid foramen,NA,radius.cm,radius.cm,NA,primary,Fossil Hominins,internal carotid foramen radius (rICF) in cm
Seymour_etal_2019,Seymour_etal_2019_rspb20192208si002,Right_radius_from_D_mm,Internal carotid foramen,Internal carotid foramen,NA,radius.mm,radius.mm,NA,primary,Great Apes & Homo,right foramen radius derived from diameters in mm
Seymour_etal_2019,Seymour_etal_2019_rspb20192208si002,Right_radius_from_area_mm,Internal carotid foramen,Internal carotid foramen,NA,radius.mm,radius.mm,NA,primary,Great Apes & Homo,right foramen radius derived from area in mm
Seymour_etal_2019,Seymour_etal_2019_rspb20192208si002,Left_radius_from_D_mm,Internal carotid foramen,Internal carotid foramen,NA,radius.mm,radius.mm,NA,primary,Great Apes & Homo,left foramen radius derived from diameters in mm
Seymour_etal_2019,Seymour_etal_2019_rspb20192208si002,Left_radius_from_area_mm,Internal carotid foramen,Internal carotid foramen,NA,radius.mm,radius.mm,NA,primary,Great Apes & Homo,left foramen radius derived from area in mm
Seymour_etal_2019,Seymour_etal_2019_rspb20192208si002,Right_foramen_area_mm2,Internal carotid foramen,Internal carotid foramen,NA,area.mm2,surface area,NA,primary,Great Apes & Homo,right internal carotid foramen cross-sectional area in mm2
Seymour_etal_2019,Seymour_etal_2019_rspb20192208si002,Left_foramen_area_mm2,Internal carotid foramen,Internal carotid foramen,NA,area.mm2,surface area,NA,primary,Great Apes & Homo,left internal carotid foramen cross-sectional area in mm2
Matano_etal_1985_a,Matano_etal_1985_a_Table1,ICN_mm3,Interpositus_cerebellar_nuclei,Interpositus_cerebellar_nuclei,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",volume of the interpositus (interposed) cerebellar nucleus in mm3
deSousa_etal_2013,deSousa_etal_2013,leaflets,LGN,LGN,brain_structure_volume,Lamination,Lamination,NA,primary,NA,parvocellular lamination: Y=4 leaflets / N=2 layers
deSousa_etal_2010,deSousa_etal_2010,LGN_N,LGN,LGN,brain_structure_volume,Count,count (number),N,metadata,Primates,number of specimens for LGN volume
deSousa_etal_2013,deSousa_etal_2013,LGN_residual,LGN,LGN,brain_structure_volume,residual,residual,NA,secondary,NA,LGN residual (from paper)
Bush_Allman_2004_b,Bush_Allman_2004_b,LGN_cm3,LGN,LGN,brain_structure_volume,Volume.cm3,volume,NA,primary,NA,lateral geniculate nucleus volume
deSousa_etal_2010,deSousa_etal_2010,LGN_mm3,LGN,LGN,brain_structure_volume,Volume.mm3,volume,NA,primary,Primates,lateral geniculate nucleus volume
deSousa_etal_2010,deSousa_etal_2010,LGN_volume_cm3,LGN,LGN,brain_structure_volume,Volume.cm3,volume,mean,primary,Primates,lateral geniculate nucleus entire-structure volume; published bilateral estimate = 2 x measured left LGN
deSousa_etal_2010,deSousa_etal_2010,left_LGN_volume_cm3,LGN,LGN,brain_structure_volume,Volume.cm3,volume,NA,primary,NA,LEFT lateral geniculate nucleus volume
deSousa_etal_2013,deSousa_etal_2013,LGN_volume_cm3,LGN,LGN,brain_structure_volume,Volume.cm3,volume,NA,primary,NA,whole-LGN published bilateral estimate carried from de Sousa 2010 (= 2 x measured left LGN)
Armstrong__1979,Armstrong__1979_Tables1-9,Table1_literature_volumes,Lateral / medial geniculate body,Lateral / medial geniculate body,NA,Vol.mm3,volume,value,secondary,Primates,Previously published comparison values for LGB and MGB
Armstrong__1979,Armstrong__1979_Tables1-9,Table5_LGB_component_volume,Lateral geniculate body,Lateral geniculate body,NA,Vol.mm3,volume,value,primary,Hominoids,LGBp and LGBm component volumes
Armstrong__1979,Armstrong__1979_Tables1-9,Table8_LGB_perikaryal_volume,Lateral geniculate body,Lateral geniculate body,NA,Vol.um3,volume,n; mean; sd; se; min; max; median,primary,Hominoids,Neuronal perikaryal-volume distribution summary
Armstrong__1979,Armstrong__1979_Tables1-9,Table1_LGB_volume,Lateral geniculate body (dorsal),Lateral geniculate body (dorsal),NA,Vol.mm3,volume,value,primary,Hominoids,Volume of dorsal lateral geniculate body including fibrous laminae
Armstrong__1979,Armstrong__1979_Tables1-9,Table3_LGBm_density,Lateral geniculate body pars magnocellularis,Lateral geniculate body pars magnocellularis,NA,Density.cells.0.01mm3,Density.cells.0.01mm3,n; mean; sd; se; min; max; median,primary,Hominoids,Neuronal density summary
Armstrong__1979,Armstrong__1979_Tables1-9,Table3_LGBp_density,Lateral geniculate body pars parvocellularis,Lateral geniculate body pars parvocellularis,NA,Density.cells.0.01mm3,Density.cells.0.01mm3,n; mean; sd; se; min; max; median,primary,Hominoids,Neuronal density summary
Barger_etal_2007,Barger_etal_2007,lateral_L,LateralNucleus,LateralNucleus,NA,Volume.cm3,volume,NA,primary,Apes & humans,lateral nucleus volume left
Barger_etal_2007,Barger_etal_2007,lateral_R,LateralNucleus,LateralNucleus,NA,Volume.cm3,volume,NA,primary,Apes & humans,lateral nucleus volume right
Barger_etal_2007,Barger_etal_2007,lateral_total,LateralNucleus,LateralNucleus,NA,Volume.cm3,volume,NA,primary,Apes & humans,lateral nucleus volume both hemispheres
Barger_etal_2014,Barger_etal_2014_Table1,amygdala_lateral_cc,LateralNucleus,LateralNucleus,NA,Volume.cm3,volume,NA,primary,Apes & humans,lateral amygdaloid nucleus volume (one hemisphere)
Baron_etal_1987,Baron_etal_1987_Table1,TRL,LateralOlfactoryTract,LateralOlfactoryTract,NA,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",tractus olfactorius lateralis (lateral olfactory tract)
Matano_etal_1985_a,Matano_etal_1985_a_Table1,LCN_mm3,Lateral_cerebellar_nuclei,Lateral_cerebellar_nuclei,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",volume of the lateral (dentate) cerebellar nucleus in mm3
Granatosky__2018,Granatosky__2018_TableS1,Intermembral_index,Limb,Limb,NA,index,size index (allometric),NA,primary,mammals,Intermembral index (100*(humerus+radius)/(femur+tibia))
Ebinger__1974,Ebinger__1974_Tables3-4,limbic_structures_mm3,Limbic_structures,Limbic_structures,NA,Vol.mm3,volume,point,primary,Ovis,limbic structures volume
Stephan_etal_1981,Stephan_etal_1981_TablesI-VI,Lobus_piriformis,Lobus_piriformis,Lobus_piriformis,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",piriform lobe including palaeocortex (29) and amygdala (30) but excluding schizocortex (16)
Granatosky__2018,Granatosky__2018_TableS1,Arboreal_terrestrial,Locomotion,Locomotion,NA,category,category,NA,primary,mammals,Primary substrate use category
Wimberly_etal_2021,Wimberly_etal_2021_MammalGait,Habitat,Locomotion,Locomotion,NA,category,category,NA,secondary,mammals,Substrate-use category scored by Wimberly (arboreal / terrestrial)
Wimberly_etal_2021,Wimberly_etal_2021_MammalGait,Gait,Locomotion,Locomotion,NA,category,category,NA,primary,mammals,Symmetrical walking-gait category: DSDC diagonal-sequence diagonal-couplet / LSDC lateral-sequence diagonal-couplet / LSLC lateral-sequence lateral-couplet
Wimberly_etal_2021,Wimberly_etal_2021_MammalGait,Foot_Posture,Locomotion,Locomotion,NA,category,category,NA,primary,mammals,Foot posture: plantigrade / digitigrade / unguligrade
Wimberly_etal_2021,Wimberly_etal_2021_MammalGait,Duty_Factor,Locomotion,Locomotion,NA,percent,percentage (relative),mean,primary,mammals,Mean stance duty factor: percentage of the stride cycle a foot maintains ground contact
Wimberly_etal_2021,Wimberly_etal_2021_MammalGait,Phase,Locomotion,Locomotion,NA,percent,percentage (relative),mean,primary,mammals,Limb phase (diagonality): timing of forelimb footfall as percent of the stride after the ipsilateral hindlimb (Hildebrand)
Granatosky__2018,Granatosky__2018_TableS1,Locomotor_diversity_index,Locomotion,Locomotion,NA,index,size index (allometric),NA,primary,mammals,Number/diversity of locomotor modes used (Granatosky locomotor diversity index)
Young_etal_2013,Young_etal_2013_Table1,M1_cell_density_per_g_M,M1,M1,NA,Density.per_g,Density.per_g,mean,primary,Primates,M1 total-cell density (millions of cells per gram)
Young_etal_2013,Young_etal_2013_Table1,M1_cell_density_per_g_M_sd,M1,M1,NA,Density.per_g,Density.per_g,sd,info,Primates,SD
Young_etal_2013,Young_etal_2013_Table1,M1_neuron_density_per_g_M,M1,M1,NA,Density.per_g,Density.per_g,mean,primary,Primates,M1 neuron density (millions of neurons per gram)
Young_etal_2013,Young_etal_2013_Table1,M1_neuron_density_per_g_M_sd,M1,M1,NA,Density.per_g,Density.per_g,sd,info,Primates,SD
Young_etal_2013,Young_etal_2013_Table1,M1_cell_density_per_mm2_M,M1,M1,NA,Density.per_mm2,Density.per_mm2,mean,primary,Primates,M1 total-cell density (millions per mm2 surface)
Young_etal_2013,Young_etal_2013_Table1,M1_cell_density_per_mm2_M_sd,M1,M1,NA,Density.per_mm2,Density.per_mm2,sd,info,Primates,SD
Young_etal_2013,Young_etal_2013_Table1,M1_neuron_density_per_mm2_M,M1,M1,NA,Density.per_mm2,Density.per_mm2,mean,primary,Primates,M1 neuron density (millions per mm2 surface)
Young_etal_2013,Young_etal_2013_Table1,M1_neuron_density_per_mm2_M_sd,M1,M1,NA,Density.per_mm2,Density.per_mm2,sd,info,Primates,SD
Young_etal_2013,Young_etal_2013_Table1,M1_mass_g,M1,M1,NA,Mass.g,mass,mean,primary,Primates,primary motor cortex (M1) tissue mass
Young_etal_2013,Young_etal_2013_Table1,M1_mass_g_sd,M1,M1,NA,Mass.g,mass,sd,info,Primates,SD of M1 mass
Changizi_Shimojo_2005,Changizi_Shimojo_2005_Table2,M1_pct_neocortex,M1,M1,NA,pct.neocortex,percentage (relative),NA,primary,"Mammalia, 16 spp. (monotremes, marsupials, eulipotyphlans, bats, rodents, tree shrew, primates)",relative size of M1 (primary motor area) as a percentage of neocortex
Young_etal_2013,Young_etal_2013_Table1,M1_pct_total_mass,M1,M1,NA,pct,percentage (relative),mean,primary,Primates,M1 mass as percent of total cortical mass
Young_etal_2013,Young_etal_2013_Table1,M1_pct_total_mass_sd,M1,M1,NA,pct,percentage (relative),sd,info,Primates,SD
Young_etal_2013,Young_etal_2013_Table1,M1_pct_total_area,M1,M1,NA,pct,percentage (relative),mean,primary,Primates,M1 area as percent of total cortical surface area
Young_etal_2013,Young_etal_2013_Table1,M1_pct_total_area_sd,M1,M1,NA,pct,percentage (relative),sd,info,Primates,SD
Young_etal_2013,Young_etal_2013_Table1,M1_pct_neurons,M1,M1,NA,pct,percentage (relative),mean,primary,Primates,percent of M1 cells that are neurons (NeuN+)
Young_etal_2013,Young_etal_2013_Table1,M1_pct_neurons_sd,M1,M1,NA,pct,percentage (relative),sd,info,Primates,SD
Young_etal_2013,Young_etal_2013_Table1,M1_pct_neuron_diff_from_avg,M1,M1,NA,pct,percentage (relative),mean,primary,Primates,percent difference of M1 neuron density from the whole-cortex average
Young_etal_2013,Young_etal_2013_Table1,M1_pct_neuron_diff_from_avg_sd,M1,M1,NA,pct,percentage (relative),sd,info,Primates,SD
Young_etal_2013,Young_etal_2013_Table1,M1_area_mm2,M1,M1,NA,Area.mm2,surface area,mean,primary,Primates,M1 cortical surface area (REGIONAL - motor cortex only)
Young_etal_2013,Young_etal_2013_Table1,M1_area_mm2_sd,M1,M1,NA,Area.mm2,surface area,sd,info,Primates,SD of M1 surface area
Sherwood_etal_2003,Sherwood_etal_2003_Table1,motor_pyramid_soma_um3_mean,M1,M1,NA,soma volume,volume,mean um3,primary,NA,M1 infragranular non-specialized pyramidal soma volume
Sherwood_etal_2003,Sherwood_etal_2003_Table1,betz_soma_um3_mean,M1,M1,NA,soma volume,volume,mean um3,primary,NA,Betz cell soma volume
Jacobs_etal_2018,Jacobs_etal_2018_Table3,neuron_class,M1 (regional),M1 (regional),NA,Class,Class,NA,info,Carnivores + Primates,layer V pyramidal or gigantopyramidal (= Betz cell in primates)
Jacobs_etal_2018,Jacobs_etal_2018_Table5,neuron_type,M1 (regional),M1 (regional),NA,Class,Class,NA,info,Mammals (7 orders),"Superficial (layer III pyramidal), Deep (layer V pyramidal), or Gigantopyramidal (Betz cell in primates)"
Jacobs_etal_2018,Jacobs_etal_2018_Table5,dendritic_spine_density_M1,M1 (regional),M1 (regional),NA,Density.per_um,Density.per_um,mean,primary,Mammals (7 orders),number of spines per um of dendritic length (DSD)
Jacobs_etal_2018,Jacobs_etal_2018_Table5,dendritic_spine_density_M1_sd,M1 (regional),M1 (regional),NA,Density.per_um,Density.per_um,dispersion,info,Mammals (7 orders),standard deviation printed alongside the mean
Jacobs_etal_2018,Jacobs_etal_2018_Table5,soma_depth_M1,M1 (regional),M1 (regional),NA,Depth.um,Depth.um,mean,primary,Mammals (7 orders),soma depth from the pial surface (SoDepth)
Jacobs_etal_2018,Jacobs_etal_2018_Table5,soma_depth_M1_sd,M1 (regional),M1 (regional),NA,Depth.um,Depth.um,dispersion,info,Mammals (7 orders),standard deviation printed alongside the mean
Jacobs_etal_2018,Jacobs_etal_2018_Table5,gigantopyramidal_absent,M1 (regional),M1 (regional),NA,Presence,Presence,point,primary,Mammals (7 orders),"biological zero: gigantopyramidal neurons not distinguishable in banded mongoose, Flemish giant rabbit, rat, Bennett's wallaby"
Jacobs_etal_2018,Jacobs_etal_2018_Table3,n_length,M1 (regional),M1 (regional),NA,Count,count (number),point,info,Carnivores + Primates,number of cells measured for the soma-length estimate
Jacobs_etal_2018,Jacobs_etal_2018_Table3,n_area,M1 (regional),M1 (regional),NA,Count,count (number),point,info,Carnivores + Primates,number of cells measured for the soma-area estimate
Jacobs_etal_2018,Jacobs_etal_2018_Table3,n_volume,M1 (regional),M1 (regional),NA,Count,count (number),point,info,Carnivores + Primates,number of cells measured for the soma-volume estimate
Jacobs_etal_2018,Jacobs_etal_2018_Table5,n_cells,M1 (regional),M1 (regional),NA,Count,count (number),point,info,Mammals (7 orders),number of cells traced
Jacobs_etal_2018,Jacobs_etal_2018_Table5,dendritic_segment_count_M1,M1 (regional),M1 (regional),NA,Count,count (number),mean,primary,Mammals (7 orders),number of dendritic segments per neuron (DSC)
Jacobs_etal_2018,Jacobs_etal_2018_Table5,dendritic_segment_count_M1_sd,M1 (regional),M1 (regional),NA,Count,count (number),dispersion,info,Mammals (7 orders),standard deviation printed alongside the mean
Jacobs_etal_2018,Jacobs_etal_2018_Table5,dendritic_spine_number_M1,M1 (regional),M1 (regional),NA,Count,count (number),mean,primary,Mammals (7 orders),number of spines per neuron (DSN)
Jacobs_etal_2018,Jacobs_etal_2018_Table5,dendritic_spine_number_M1_sd,M1 (regional),M1 (regional),NA,Count,count (number),dispersion,info,Mammals (7 orders),standard deviation printed alongside the mean
Jacobs_etal_2018,Jacobs_etal_2018_Table3,soma_length_M1,M1 (regional),M1 (regional),NA,Length.um,length,mean,primary,Carnivores + Primates,mean soma length of the neuron class in M1
Jacobs_etal_2018,Jacobs_etal_2018_Table3,soma_length_M1_sd,M1 (regional),M1 (regional),NA,Length.um,length,dispersion,info,Carnivores + Primates,standard deviation printed alongside the soma-length mean
Jacobs_etal_2018,Jacobs_etal_2018_Table3,soma_length_M1_min,M1 (regional),M1 (regional),NA,Length.um,length,range,info,Carnivores + Primates,lower bound of the printed soma-length range
Jacobs_etal_2018,Jacobs_etal_2018_Table3,soma_length_M1_max,M1 (regional),M1 (regional),NA,Length.um,length,range,info,Carnivores + Primates,upper bound of the printed soma-length range
Jacobs_etal_2018,Jacobs_etal_2018_Table5,total_dendritic_length_M1,M1 (regional),M1 (regional),NA,Length.um,length,mean,primary,Mammals (7 orders),total dendritic length (TDL)
Jacobs_etal_2018,Jacobs_etal_2018_Table5,total_dendritic_length_M1_sd,M1 (regional),M1 (regional),NA,Length.um,length,dispersion,info,Mammals (7 orders),standard deviation printed alongside the mean
Jacobs_etal_2018,Jacobs_etal_2018_Table5,mean_segment_length_M1,M1 (regional),M1 (regional),NA,Length.um,length,mean,primary,Mammals (7 orders),average length of dendritic segments (MSL)
Jacobs_etal_2018,Jacobs_etal_2018_Table5,mean_segment_length_M1_sd,M1 (regional),M1 (regional),NA,Length.um,length,dispersion,info,Mammals (7 orders),standard deviation printed alongside the mean
Jacobs_etal_2018,Jacobs_etal_2018_Table3,soma_area_M1,M1 (regional),M1 (regional),NA,Area.um2,surface area,mean,primary,Carnivores + Primates,mean soma cross-sectional area of the neuron class in M1
Jacobs_etal_2018,Jacobs_etal_2018_Table3,soma_area_M1_sd,M1 (regional),M1 (regional),NA,Area.um2,surface area,dispersion,info,Carnivores + Primates,standard deviation printed alongside the soma-area mean
Jacobs_etal_2018,Jacobs_etal_2018_Table3,soma_area_M1_min,M1 (regional),M1 (regional),NA,Area.um2,surface area,range,info,Carnivores + Primates,lower bound of the printed soma-area range
Jacobs_etal_2018,Jacobs_etal_2018_Table3,soma_area_M1_max,M1 (regional),M1 (regional),NA,Area.um2,surface area,range,info,Carnivores + Primates,upper bound of the printed soma-area range
Jacobs_etal_2018,Jacobs_etal_2018_Table5,soma_size_M1,M1 (regional),M1 (regional),NA,Area.um2,surface area,mean,primary,Mammals (7 orders),soma size (SoSize)
Jacobs_etal_2018,Jacobs_etal_2018_Table5,soma_size_M1_sd,M1 (regional),M1 (regional),NA,Area.um2,surface area,dispersion,info,Mammals (7 orders),standard deviation printed alongside the mean
Jacobs_etal_2018,Jacobs_etal_2018_Table3,soma_volume_M1,M1 (regional),M1 (regional),NA,Volume.um3,volume,mean,primary,Carnivores + Primates,mean soma volume of the neuron class in M1
Jacobs_etal_2018,Jacobs_etal_2018_Table3,soma_volume_M1_sd,M1 (regional),M1 (regional),NA,Volume.um3,volume,dispersion,info,Carnivores + Primates,standard deviation printed alongside the soma-volume mean
Jacobs_etal_2018,Jacobs_etal_2018_Table3,soma_volume_M1_min,M1 (regional),M1 (regional),NA,Volume.um3,volume,range,info,Carnivores + Primates,lower bound of the printed soma-volume range
Jacobs_etal_2018,Jacobs_etal_2018_Table3,soma_volume_M1_max,M1 (regional),M1 (regional),NA,Volume.um3,volume,range,info,Carnivores + Primates,upper bound of the printed soma-volume range
Jacobs_etal_2018,Jacobs_etal_2018_Table5,dendritic_volume_M1,M1 (regional),M1 (regional),NA,Volume.um3,volume,mean,primary,Mammals (7 orders),dendritic volume (Vol)
Jacobs_etal_2018,Jacobs_etal_2018_Table5,dendritic_volume_M1_sd,M1 (regional),M1 (regional),NA,Volume.um3,volume,dispersion,info,Mammals (7 orders),standard deviation printed alongside the mean
Nguyen_etal_2019,Nguyen_etal_2019_Table2,region_code,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Class,Class,NA,info,Felidae,project region code
Nguyen_etal_2019,Nguyen_etal_2019_Table2,region,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Class,Class,NA,info,Felidae,expanded cortical-region name
Nguyen_etal_2019,Nguyen_etal_2019_Table2,neuron_type,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Class,Class,NA,info,Felidae,neuron morphology class
Nguyen_etal_2019,Nguyen_etal_2019_Table2,dendritic_spine_density_per_um_mean,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Density.per_um,Density.per_um,mean,primary,Felidae,mean spines per micrometre of dendritic length
Nguyen_etal_2019,Nguyen_etal_2019_Table2,dendritic_spine_density_per_um_sem,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Density.per_um,Density.per_um,sem,info,Felidae,SEM of dendritic spine density
Nguyen_etal_2019,Nguyen_etal_2019_Table2,n,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Count,count (number),point,info,Felidae,number of neurons traced
Nguyen_etal_2019,Nguyen_etal_2019_Table2,dendritic_segment_count_mean,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Count,count (number),mean,primary,Felidae,mean number of dendritic segments per neuron
Nguyen_etal_2019,Nguyen_etal_2019_Table2,dendritic_segment_count_sem,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Count,count (number),sem,info,Felidae,SEM of dendritic segment count
Nguyen_etal_2019,Nguyen_etal_2019_Table2,dendritic_spine_count_mean,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Count,count (number),mean,primary,Felidae,mean total spines on dendritic segments
Nguyen_etal_2019,Nguyen_etal_2019_Table2,dendritic_spine_count_sem,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Count,count (number),sem,info,Felidae,SEM of dendritic spine count
Nguyen_etal_2019,Nguyen_etal_2019_Table2,total_dendritic_length_um_mean,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Length.um,length,mean,primary,Felidae,mean total dendritic length
Nguyen_etal_2019,Nguyen_etal_2019_Table2,total_dendritic_length_um_sem,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Length.um,length,sem,info,Felidae,SEM of total dendritic length
Nguyen_etal_2019,Nguyen_etal_2019_Table2,mean_segment_length_um_mean,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Length.um,length,mean,primary,Felidae,mean dendritic segment length
Nguyen_etal_2019,Nguyen_etal_2019_Table2,mean_segment_length_um_sem,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Length.um,length,sem,info,Felidae,SEM of mean segment length
Nguyen_etal_2019,Nguyen_etal_2019_Table2,soma_depth_um_mean,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Length.um,length,mean,primary,Felidae,mean soma depth from the pial surface
Nguyen_etal_2019,Nguyen_etal_2019_Table2,soma_depth_um_sem,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Length.um,length,sem,info,Felidae,SEM of soma depth
Nguyen_etal_2019,Nguyen_etal_2019_Table2,soma_area_um2_mean,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Area.um2,surface area,mean,primary,Felidae,mean soma cross-sectional area
Nguyen_etal_2019,Nguyen_etal_2019_Table2,soma_area_um2_sem,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Area.um2,surface area,sem,info,Felidae,SEM of soma area
Nguyen_etal_2019,Nguyen_etal_2019_Table2,dendritic_volume_um3_mean,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Volume.um3,volume,mean,primary,Felidae,mean dendritic volume
Nguyen_etal_2019,Nguyen_etal_2019_Table2,dendritic_volume_um3_sem,M1 / V1 / frontal cortex,M1 / V1 / frontal cortex,NA,Volume.um3,volume,sem,info,Felidae,SEM of dendritic volume
Sherwood_etal_2004_I,Sherwood_etal_2004_I,meany.o,M1_GLIprofile,M1_GLIprofile,NA,GLI.profile.moment,GLI.profile.moment,mean,primary,NA,mean of y (GLI) of the original M1 layer GLI profile
Sherwood_etal_2004_I,Sherwood_etal_2004_I,meanx.o,M1_GLIprofile,M1_GLIprofile,NA,GLI.profile.moment,GLI.profile.moment,mean,primary,NA,mean of x (cortical depth) of the original profile
Sherwood_etal_2004_I,Sherwood_etal_2004_I,sd.o,M1_GLIprofile,M1_GLIprofile,NA,GLI.profile.moment,GLI.profile.moment,SD,primary,NA,standard deviation of the original profile
Sherwood_etal_2004_I,Sherwood_etal_2004_I,skew.o,M1_GLIprofile,M1_GLIprofile,NA,GLI.profile.moment,GLI.profile.moment,skew,primary,NA,skewness of the original profile
Sherwood_etal_2004_I,Sherwood_etal_2004_I,kurt.o,M1_GLIprofile,M1_GLIprofile,NA,GLI.profile.moment,GLI.profile.moment,kurtosis,primary,NA,kurtosis of the original profile
Sherwood_etal_2004_I,Sherwood_etal_2004_I,meany.d,M1_GLIprofile,M1_GLIprofile,NA,GLI.profile.moment,GLI.profile.moment,mean,primary,NA,mean of y of the first-derivative profile
Sherwood_etal_2004_I,Sherwood_etal_2004_I,meanx.d,M1_GLIprofile,M1_GLIprofile,NA,GLI.profile.moment,GLI.profile.moment,mean,primary,NA,mean of x of the first-derivative profile
Sherwood_etal_2004_I,Sherwood_etal_2004_I,sd.d,M1_GLIprofile,M1_GLIprofile,NA,GLI.profile.moment,GLI.profile.moment,SD,primary,NA,standard deviation of the derivative profile
Sherwood_etal_2004_I,Sherwood_etal_2004_I,skew.d,M1_GLIprofile,M1_GLIprofile,NA,GLI.profile.moment,GLI.profile.moment,skew,primary,NA,skewness of the derivative profile
Sherwood_etal_2004_I,Sherwood_etal_2004_I,kurt.d,M1_GLIprofile,M1_GLIprofile,NA,GLI.profile.moment,GLI.profile.moment,kurtosis,primary,NA,kurtosis of the derivative profile
Sherwood_etal_2004_I,Sherwood_etal_2004_I,Cortical mean,M1_cortex,M1_cortex,NA,GLI,GLI,mean,primary,NA,mean GLI across the M1 cortical depth
Sherwood_etal_2004_I,Sherwood_etal_2004_I,Cortical mean SEM,M1_cortex,M1_cortex,NA,GLI,GLI,SEM,secondary,NA,SEM of cortical-mean GLI
Sherwood_etal_2004_I,Sherwood_etal_2004_I,Layer II,M1_layerII,M1_layerII,NA,GLI,GLI,mean,primary,NA,mean grey-level index (GLI) of M1 layer II
Sherwood_etal_2004_I,Sherwood_etal_2004_I,Layer II SEM,M1_layerII,M1_layerII,NA,GLI,GLI,SEM,secondary,NA,SEM of layer II GLI
Sherwood_etal_2004_I,Sherwood_etal_2004_I,Layer III,M1_layerIII,M1_layerIII,NA,GLI,GLI,mean,primary,NA,mean GLI of M1 layer III
Sherwood_etal_2004_I,Sherwood_etal_2004_I,Layer III SEM,M1_layerIII,M1_layerIII,NA,GLI,GLI,SEM,secondary,NA,SEM of layer III GLI
Sherwood_etal_2004_I,Sherwood_etal_2004_I,Layer V,M1_layerV,M1_layerV,NA,GLI,GLI,mean,primary,NA,mean GLI of M1 layer V
Sherwood_etal_2004_I,Sherwood_etal_2004_I,Layer V SEM,M1_layerV,M1_layerV,NA,GLI,GLI,SEM,secondary,NA,SEM of layer V GLI
Sherwood_etal_2004_I,Sherwood_etal_2004_I,Layer VI,M1_layerVI,M1_layerVI,NA,GLI,GLI,mean,primary,NA,mean GLI of M1 layer VI
Sherwood_etal_2004_I,Sherwood_etal_2004_I,Layer VI SEM,M1_layerVI,M1_layerVI,NA,GLI,GLI,SEM,secondary,NA,SEM of layer VI GLI
Krubitzer_Kaas_1990,Krubitzer_Kaas_1990_Table1,pct_MST,MST,MST,NA,pct.neocortex_surface,surface area,NA,primary,Primates,medial superior temporal area (MST) as percent of total neocortex surface
Krubitzer_Kaas_1990,Krubitzer_Kaas_1990_Table1,pct_MT,MT,MT,NA,pct.neocortex_surface,surface area,NA,primary,Primates,middle temporal area (MT) as percent of total neocortex surface
